运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
110.069,-2.692,1.38,0,-0.0643,0.033,0,,,-1.9,
110.09,-2.663,1.38,-1.05E-11,-0.0636,0.033,-2.54E-13,,,-1.9,
110.112,-2.633,1.38,0,-0.0628,0.033,-7.38E-15,,,-1.9,
110.134,-2.603,1.38,-0.839,-0.0621,0.033,-0.02,,,-1.9,
110.155,-2.573,1.343,-2.517,-0.0614,0.032,-0.06,,,-1.8,
110.177,-2.545,1.271,-2.517,-0.0607,0.03,-0.06,,,-1.61,
110.199,-2.518,1.234,-1.678,-0.0601,0.029,-0.04,,,-1.52,
110.22,-2.491,1.198,-2.517,-0.0595,0.029,-0.06,,,-1.44,
110.242,-2.466,1.125,-4.196,-0.0589,0.027,-0.1,,,-1.27,
110.263,-2.443,1.017,-5.035,-0.0583,0.024,-0.12,,,-1.03,
110.285,-2.422,0.908,-4.196,-0.0578,0.022,-0.1,,,-0.82,
110.307,-2.403,0.835,-3.357,-0.0574,0.02,-0.08,,,-0.7,
110.328,-2.386,0.762,-4.196,-0.057,0.018,-0.1,,,-0.58,
110.35,-2.37,0.654,-5.874,-0.0566,0.016,-0.14,,,-0.43,
110.372,-2.358,0.508,-5.874,-0.0563,0.012,-0.14,,,-0.26,
110.393,-2.348,0.399,-5.035,-0.0561,0.01,-0.12,,,-0.16,
110.415,-2.34,0.29,-5.035,-0.0559,0.007,-0.12,,,-0.08,
110.436,-2.336,0.182,-4.196,-0.0558,0.004,-0.1,,,-0.03,
110.458,-2.333,0.109,-4.196,-0.0557,0.003,-0.1,,,-0.01,
110.48,-2.331,0,-5.035,-0.0556,0,-0.12,,,0,
110.501,-2.333,-0.109,-5.035,-0.0557,-0.003,-0.12,,,-0.01,
110.523,-2.336,-0.218,-5.035,-0.0558,-0.005,-0.12,,,-0.05,
110.545,-2.342,-0.327,-5.035,-0.0559,-0.008,-0.12,,,-0.11,
110.566,-2.35,-0.436,-4.196,-0.0561,-0.01,-0.1,,,-0.19,
110.588,-2.361,-0.508,-3.357,-0.0564,-0.012,-0.08,,,-0.26,
110.61,-2.372,-0.581,-4.196,-0.0566,-0.014,-0.1,,,-0.34,
110.631,-2.386,-0.69,-3.357,-0.057,-0.016,-0.08,,,-0.48,
110.653,-2.402,-0.726,-2.517,-0.0573,-0.017,-0.06,,,-0.53,
110.674,-2.417,-0.799,-3.357,-0.0577,-0.019,-0.08,,,-0.64,
110.696,-2.436,-0.871,-2.517,-0.0582,-0.021,-0.06,,,-0.76,
110.718,-2.455,-0.908,-2.517,-0.0586,-0.022,-0.06,,,-0.82,
110.739,-2.476,-0.98,-3.357,-0.0591,-0.023,-0.08,,,-0.96,
110.761,-2.498,-1.053,-2.517,-0.0596,-0.025,-0.06,,,-1.11,
110.783,-2.521,-1.089,-0.839,-0.0602,-0.026,-0.02,,,-1.19,
110.804,-2.545,-1.089,-0.839,-0.0607,-0.026,-0.02,,,-1.19,
110.826,-2.568,-1.125,-0.839,-0.0613,-0.027,-0.02,,,-1.27,
110.847,-2.593,-1.125,-8.55E-12,-0.0619,-0.027,-2.04E-13,,,-1.27,
110.869,-2.617,-1.125,-0.839,-0.0625,-0.027,-0.02,,,-1.27,
110.891,-2.642,-1.162,-0.839,-0.0631,-0.028,-0.02,,,-1.35,
110.894,,,,,,,,0.24,,
110.912,-2.667,-1.162,1.76E-11,-0.0637,-0.028,4.21E-13,,,-1.35,
110.934,-2.692,-1.162,0,-0.0643,-0.028,0,,,-1.35,
110.956,-2.717,-1.162,0.839,-0.0649,-0.028,0.02,,,-1.35,
110.977,-2.743,-1.125,1.678,-0.0655,-0.027,0.04,,,-1.27,
110.999,-2.766,-1.089,0.839,-0.066,-0.026,0.02,,,-1.19,
111.021,-2.79,-1.089,0.839,-0.0666,-0.026,0.02,,,-1.19,
111.042,-2.813,-1.053,1.678,-0.0672,-0.025,0.04,,,-1.11,
111.064,-2.835,-1.017,1.678,-0.0677,-0.024,0.04,,,-1.03,
111.085,-2.857,-0.98,2.517,-0.0682,-0.023,0.06,,,-0.96,
111.107,-2.878,-0.908,3.357,-0.0687,-0.022,0.08,,,-0.82,
111.129,-2.897,-0.835,2.517,-0.0691,-0.02,0.06,,,-0.7,
111.15,-2.914,-0.799,2.517,-0.0696,-0.019,0.06,,,-0.64,
111.172,-2.931,-0.726,4.196,-0.07,-0.017,0.1,,,-0.53,
111.194,-2.945,-0.617,3.357,-0.0703,-0.015,0.08,,,-0.38,
111.215,-2.958,-0.581,3.357,-0.0706,-0.014,0.08,,,-0.34,
111.237,-2.97,-0.472,5.035,-0.0709,-0.011,0.12,,,-0.22,
111.259,-2.978,-0.363,3.357,-0.0711,-0.009,0.08,,,-0.13,
111.28,-2.986,-0.327,3.357,-0.0713,-0.008,0.08,,,-0.11,
111.302,-2.992,-0.218,5.874,-0.0714,-0.005,0.14,,,-0.05,
111.323,-2.996,-0.073,5.035,-0.0715,-0.002,0.12,,,-0.01,
111.345,-2.996,0,4.196,-0.0715,0,0.1,,,0,
111.367,-2.996,0.109,5.874,-0.0715,0.003,0.14,,,-0.01,
111.388,-2.991,0.254,5.874,-0.0714,0.006,0.14,,,-0.06,
111.41,-2.985,0.363,5.035,-0.0712,0.009,0.12,,,-0.13,
111.432,-2.975,0.472,4.196,-0.071,0.011,0.1,,,-0.22,
111.453,-2.964,0.545,4.196,-0.0708,0.013,0.1,,,-0.3,
111.475,-2.952,0.654,5.035,-0.0705,0.016,0.12,,,-0.43,
111.496,-2.936,0.762,5.035,-0.0701,0.018,0.12,,,-0.58,
111.518,-2.919,0.871,5.035,-0.0697,0.021,0.12,,,-0.76,
111.54,-2.898,0.98,4.196,-0.0692,0.023,0.1,,,-0.96,
111.561,-2.876,1.053,3.357,-0.0687,0.025,0.08,,,-1.11,
111.583,-2.853,1.125,3.357,-0.0681,0.027,0.08,,,-1.27,
111.605,-2.827,1.198,3.357,-0.0675,0.029,0.08,,,-1.44,
111.626,-2.801,1.271,2.517,-0.0669,0.03,0.06,,,-1.61,
111.648,-2.772,1.307,0.839,-0.0662,0.031,0.02,,,-1.71,
111.67,-2.744,1.307,0.839,-0.0655,0.031,0.02,,,-1.71,
111.691,-2.716,1.343,1.678,-0.0648,0.032,0.04,,,-1.8,
111.713,-2.686,1.38,0.839,-0.0641,0.033,0.02,,,-1.9,
111.734,-2.656,1.38,-0.839,-0.0634,0.033,-0.02,,,-1.9,
111.756,-2.626,1.343,-0.839,-0.0627,0.032,-0.02,,,-1.8,
111.778,-2.598,1.343,1.02E-11,-0.062,0.032,2.40E-13,,,-1.8,
111.799,-2.568,1.343,-1.678,-0.0613,0.032,-0.04,,,-1.8,
111.821,-2.54,1.271,-3.357,-0.0606,0.03,-0.08,,,-1.61,
111.843,-2.513,1.198,-2.517,-0.06,0.029,-0.06,,,-1.44,
111.864,-2.488,1.162,-2.517,-0.0594,0.028,-0.06,,,-1.35,
111.886,-2.463,1.089,-4.196,-0.0588,0.026,-0.1,,,-1.19,
111.908,-2.441,0.98,-4.196,-0.0583,0.023,-0.1,,,-0.96,
111.929,-2.421,0.908,-4.196,-0.0578,0.022,-0.1,,,-0.82,
111.951,-2.402,0.799,-5.035,-0.0573,0.019,-0.12,,,-0.64,
111.972,-2.386,0.69,-4.196,-0.057,0.016,-0.1,,,-0.48,
111.994,-2.372,0.617,-4.196,-0.0566,0.015,-0.1,,,-0.38,
112.016,-2.359,0.508,-5.035,-0.0563,0.012,-0.12,,,-0.26,
112.037,-2.35,0.399,-5.035,-0.0561,0.01,-0.12,,,-0.16,
112.059,-2.342,0.29,-5.874,-0.0559,0.007,-0.14,,,-0.08,
112.081,-2.337,0.145,-5.035,-0.0558,0.003,-0.12,,,-0.02,
112.102,-2.336,0.073,-3.357,-0.0558,0.002,-0.08,,,-0.01,
112.124,-2.334,0,-5.035,-0.0557,0,-0.12,,,0,
112.145,-2.336,-0.145,-5.874,-0.0558,-0.003,-0.14,,,-0.02,
112.167,-2.34,-0.254,-4.196,-0.0559,-0.006,-0.1,,,-0.06,
112.189,-2.347,-0.327,-3.357,-0.056,-0.008,-0.08,,,-0.11,
112.21,-2.355,-0.399,-4.196,-0.0562,-0.01,-0.1,,,-0.16,
112.232,-2.364,-0.508,-4.196,-0.0564,-0.012,-0.1,,,-0.26,
112.254,-2.377,-0.581,-3.357,-0.0567,-0.014,-0.08,,,-0.34,
112.275,-2.389,-0.654,-4.196,-0.057,-0.016,-0.1,,,-0.43,
112.297,-2.405,-0.762,-3.357,-0.0574,-0.018,-0.08,,,-0.58,
112.319,-2.422,-0.799,-2.517,-0.0578,-0.019,-0.06,,,-0.64,
112.34,-2.439,-0.871,-3.357,-0.0582,-0.021,-0.08,,,-0.76,
112.362,-2.46,-0.944,-2.517,-0.0587,-0.023,-0.06,,,-0.89,
112.383,-2.48,-0.98,-2.517,-0.0592,-0.023,-0.06,,,-0.96,
112.405,-2.502,-1.053,-2.517,-0.0597,-0.025,-0.06,,,-1.11,
112.427,-2.526,-1.089,-1.678,-0.0603,-0.026,-0.04,,,-1.19,
112.448,-2.549,-1.125,-0.839,-0.0609,-0.027,-0.02,,,-1.27,
112.461,,,,,,,3.27,,,-1.13
112.47,-2.575,-1.125,-0.839,-0.0615,-0.027,-0.02,,,-1.27,
112.492,-2.598,-1.162,-1.678,-0.062,-0.028,-0.04,,,-1.35,
112.513,-2.625,-1.198,-8.82E-12,-0.0627,-0.029,-2.14E-13,,,-1.44,
112.527,,,,,,,,0.24,,
112.535,-2.65,-1.162,0,-0.0633,-0.028,0,,,-1.35,
112.556,-2.675,-1.198,-0.839,-0.0639,-0.029,-0.02,,,-1.44,
112.578,-2.702,-1.198,-9.09E-12,-0.0645,-0.029,-2.17E-13,,,-1.44,
112.6,-2.727,-1.198,0,-0.0651,-0.029,0,,,-1.44,
112.621,-2.754,-1.198,0.839,-0.0657,-0.029,0.02,,,-1.44,
112.643,-2.779,-1.162,1.678,-0.0663,-0.028,0.04,,,-1.35,
112.665,-2.804,-1.125,1.678,-0.0669,-0.027,0.04,,,-1.27,
112.686,-2.827,-1.089,1.678,-0.0675,-0.026,0.04,,,-1.19,
112.708,-2.851,-1.053,2.517,-0.0681,-0.025,0.06,,,-1.11,
112.73,-2.873,-0.98,3.357,-0.0686,-0.023,0.08,,,-0.96,
112.751,-2.893,-0.908,2.517,-0.0691,-0.022,0.06,,,-0.82,
112.773,-2.912,-0.871,2.517,-0.0695,-0.021,0.06,,,-0.76,
112.794,-2.931,-0.799,3.357,-0.07,-0.019,0.08,,,-0.64,
112.816,-2.947,-0.726,3.357,-0.0703,-0.017,0.08,,,-0.53,
112.838,-2.963,-0.654,5.035,-0.0707,-0.016,0.12,,,-0.43,
112.859,-2.975,-0.508,5.035,-0.071,-0.012,0.12,,,-0.26,
112.881,-2.985,-0.436,3.357,-0.0712,-0.01,0.08,,,-0.19,
112.903,-2.994,-0.363,5.035,-0.0715,-0.009,0.12,,,-0.13,
112.924,-3,-0.218,5.874,-0.0716,-0.005,0.14,,,-0.05,
112.946,-3.003,-0.109,5.035,-0.0717,-0.003,0.12,,,-0.01,
112.968,-3.005,0,5.035,-0.0717,0,0.12,,,0,
112.989,-3.003,0.109,5.874,-0.0717,0.003,0.14,,,-0.01,
113.011,-3,0.254,6.713,-0.0716,0.006,0.16,,,-0.06,
113.032,-2.992,0.399,5.035,-0.0714,0.01,0.12,,,-0.16,
113.054,-2.983,0.472,4.196,-0.0712,0.011,0.1,,,-0.22,
113.076,-2.972,0.581,5.874,-0.0709,0.014,0.14,,,-0.34,
113.097,-2.958,0.726,5.874,-0.0706,0.017,0.14,,,-0.53,
113.119,-2.941,0.835,4.196,-0.0702,0.02,0.1,,,-0.7,
113.141,-2.922,0.908,4.196,-0.0697,0.022,0.1,,,-0.82,
113.162,-2.901,1.017,4.196,-0.0693,0.024,0.1,,,-1.03,
113.184,-2.878,1.089,3.357,-0.0687,0.026,0.08,,,-1.19,
113.205,-2.854,1.162,4.196,-0.0681,0.028,0.1,,,-1.35,
113.227,-2.827,1.271,3.357,-0.0675,0.03,0.08,,,-1.61,
113.249,-2.799,1.307,1.678,-0.0668,0.031,0.04,,,-1.71,
113.27,-2.771,1.343,1.678,-0.0661,0.032,0.04,,,-1.8,
113.292,-2.741,1.38,0.839,-0.0654,0.033,0.02,,,-1.9,
113.314,-2.711,1.38,0,-0.0647,0.033,0,,,-1.9,
113.335,-2.681,1.38,0,-0.064,0.033,0,,,-1.9,
113.357,-2.652,1.38,1.05E-11,-0.0633,0.033,2.46E-13,,,-1.9,
113.379,-2.622,1.38,0,-0.0626,0.033,-7.38E-15,,,-1.9,
113.4,-2.592,1.38,-1.678,-0.0619,0.033,-0.04,,,-1.9,
113.422,-2.562,1.307,-3.357,-0.0612,0.031,-0.08,,,-1.71,
113.443,-2.535,1.234,-2.517,-0.0605,0.029,-0.06,,,-1.52,
113.465,-2.509,1.198,-2.517,-0.0599,0.029,-0.06,,,-1.44,
113.487,-2.483,1.125,-2.517,-0.0593,0.027,-0.06,,,-1.27,
113.508,-2.46,1.089,-3.357,-0.0587,0.026,-0.08,,,-1.19,
113.53,-2.436,0.98,-5.035,-0.0582,0.023,-0.12,,,-0.96,
113.552,-2.417,0.871,-5.035,-0.0577,0.021,-0.12,,,-0.76,
113.573,-2.399,0.762,-5.035,-0.0573,0.018,-0.12,,,-0.58,
113.595,-2.384,0.654,-4.196,-0.0569,0.016,-0.1,,,-0.43,
113.617,-2.37,0.581,-4.196,-0.0566,0.014,-0.1,,,-0.34,
113.638,-2.359,0.472,-5.035,-0.0563,0.011,-0.12,,,-0.22,
113.66,-2.35,0.363,-5.035,-0.0561,0.009,-0.12,,,-0.13,
113.681,-2.344,0.254,-5.035,-0.0559,0.006,-0.12,,,-0.06,
113.703,-2.339,0.145,-5.035,-0.0558,0.003,-0.12,,,-0.02,
113.725,-2.337,0.036,-4.196,-0.0558,8.67E-04,-0.1,,,0,
113.746,-2.337,-0.036,-4.196,-0.0558,-8.67E-04,-0.1,,,0,
113.768,-2.339,-0.145,-5.035,-0.0558,-0.003,-0.12,,,-0.02,
113.79,-2.344,-0.254,-5.035,-0.0559,-0.006,-0.12,,,-0.06,
113.811,-2.35,-0.363,-4.196,-0.0561,-0.009,-0.1,,,-0.13,
113.833,-2.359,-0.436,-2.517,-0.0563,-0.01,-0.06,,,-0.19,
113.854,-2.369,-0.472,-3.357,-0.0565,-0.011,-0.08,,,-0.22,
113.876,-2.38,-0.581,-4.196,-0.0568,-0.014,-0.1,,,-0.34,
113.898,-2.394,-0.654,-3.357,-0.0571,-0.016,-0.08,,,-0.43,
113.919,-2.408,-0.726,-3.357,-0.0575,-0.017,-0.08,,,-0.53,
113.941,-2.425,-0.799,-2.517,-0.0579,-0.019,-0.06,,,-0.64,
113.963,-2.443,-0.835,-2.517,-0.0583,-0.02,-0.06,,,-0.7,
113.984,-2.461,-0.908,-2.517,-0.0588,-0.022,-0.06,,,-0.82,
114.006,-2.482,-0.944,-1.678,-0.0592,-0.023,-0.04,,,-0.89,
114.028,-2.502,-0.98,-2.517,-0.0597,-0.023,-0.06,,,-0.96,
114.049,-2.524,-1.053,-1.678,-0.0603,-0.025,-0.04,,,-1.11,
114.071,-2.548,-1.053,-7.99E-12,-0.0608,-0.025,-1.91E-13,,,-1.11,
114.092,-2.57,-1.053,-1.678,-0.0613,-0.025,-0.04,,,-1.11,
114.114,-2.593,-1.125,-1.678,-0.0619,-0.027,-0.04,,,-1.27,
114.136,-2.619,-1.125,0,-0.0625,-0.027,0,,,-1.27,
114.157,-2.642,-1.125,-1.71E-11,-0.0631,-0.027,-4.12E-13,,,-1.27,
114.159,,,,,,,,0.24,,
114.179,-2.667,-1.125,0,-0.0637,-0.027,0,,,-1.27,
114.201,-2.691,-1.125,8.55E-12,-0.0642,-0.027,2.04E-13,,,-1.27,
114.222,-2.716,-1.125,0.839,-0.0648,-0.027,0.02,,,-1.27,
114.244,-2.739,-1.089,0,-0.0654,-0.026,0,,,-1.19,
114.266,-2.763,-1.125,-8.27E-12,-0.066,-0.027,-2.05E-13,,,-1.27,
114.287,-2.788,-1.089,2.517,-0.0666,-0.026,0.06,,,-1.19,
114.309,-2.81,-1.017,1.678,-0.0671,-0.024,0.04,,,-1.03,
114.33,-2.832,-1.017,0.839,-0.0676,-0.024,0.02,,,-1.03,
114.352,-2.854,-0.98,1.678,-0.0681,-0.023,0.04,,,-0.96,
114.374,-2.875,-0.944,1.678,-0.0686,-0.023,0.04,,,-0.89,
114.395,-2.895,-0.908,3.357,-0.0691,-0.022,0.08,,,-0.82,
114.417,-2.914,-0.799,4.196,-0.0696,-0.019,0.1,,,-0.64,
114.439,-2.93,-0.726,2.517,-0.0699,-0.017,0.06,,,-0.53,
114.46,-2.945,-0.69,2.517,-0.0703,-0.016,0.06,,,-0.48,
114.482,-2.959,-0.617,4.196,-0.0706,-0.015,0.1,,,-0.38,
114.503,-2.972,-0.508,5.035,-0.0709,-0.012,0.12,,,-0.26,
114.525,-2.981,-0.399,4.196,-0.0712,-0.01,0.1,,,-0.16,
114.547,-2.989,-0.327,4.196,-0.0714,-0.008,0.1,,,-0.11,
114.568,-2.996,-0.218,5.035,-0.0715,-0.005,0.12,,,-0.05,
114.59,-2.999,-0.109,4.196,-0.0716,-0.003,0.1,,,-0.01,
114.612,-3,-0.036,5.035,-0.0716,-8.67E-04,0.12,,,0,
114.633,-3,0.109,6.713,-0.0716,0.003,0.16,,,-0.01,
114.655,-2.996,0.254,5.874,-0.0715,0.006,0.14,,,-0.06,
114.677,-2.989,0.363,5.035,-0.0714,0.009,0.12,,,-0.13,
114.698,-2.98,0.472,5.035,-0.0711,0.011,0.12,,,-0.22,
114.72,-2.969,0.581,5.874,-0.0709,0.014,0.14,,,-0.34,
114.741,-2.955,0.726,5.874,-0.0705,0.017,0.14,,,-0.53,
114.763,-2.937,0.835,4.196,-0.0701,0.02,0.1,,,-0.7,
114.785,-2.919,0.908,4.196,-0.0697,0.022,0.1,,,-0.82,
114.806,-2.898,1.017,5.035,-0.0692,0.024,0.12,,,-1.03,
114.828,-2.875,1.125,3.357,-0.0686,0.027,0.08,,,-1.27,
114.85,-2.849,1.162,2.517,-0.068,0.028,0.06,,,-1.35,
114.871,-2.824,1.234,3.357,-0.0674,0.029,0.08,,,-1.52,
114.893,-2.796,1.307,2.517,-0.0667,0.031,0.06,,,-1.71,
114.914,-2.768,1.343,2.517,-0.0661,0.032,0.06,,,-1.8,
114.936,-2.738,1.416,1.678,-0.0654,0.034,0.04,,,-2,
114.958,-2.706,1.416,-1.08E-11,-0.0646,0.034,-2.57E-13,,,-2,
114.979,-2.677,1.416,1.08E-11,-0.0639,0.034,2.53E-13,,,-2,
115.001,-2.645,1.416,-0.839,-0.0631,0.034,-0.02,,,-2,
115.023,-2.615,1.38,-0.839,-0.0624,0.033,-0.02,,,-1.9,
115.044,-2.586,1.38,-1.678,-0.0617,0.033,-0.04,,,-1.9,
115.066,-2.556,1.307,-2.517,-0.061,0.031,-0.06,,,-1.71,
115.088,-2.529,1.271,-1.678,-0.0604,0.03,-0.04,,,-1.61,
115.109,-2.501,1.234,-3.357,-0.0597,0.029,-0.08,,,-1.52,
115.131,-2.476,1.125,-4.196,-0.0591,0.027,-0.1,,,-1.27,
115.152,-2.452,1.053,-3.357,-0.0585,0.025,-0.08,,,-1.11,
115.174,-2.43,0.98,-3.357,-0.058,0.023,-0.08,,,-0.96,
115.196,-2.41,0.908,-4.196,-0.0575,0.022,-0.1,,,-0.82,
115.217,-2.391,0.799,-5.874,-0.0571,0.019,-0.14,,,-0.64,
115.239,-2.375,0.654,-5.874,-0.0567,0.016,-0.14,,,-0.43,
115.261,-2.362,0.545,-4.196,-0.0564,0.013,-0.1,,,-0.3,
115.282,-2.351,0.472,-4.196,-0.0561,0.011,-0.1,,,-0.22,
115.304,-2.342,0.363,-5.874,-0.0559,0.009,-0.14,,,-0.13,
115.326,-2.336,0.218,-5.874,-0.0558,0.005,-0.14,,,-0.05,
115.347,-2.333,0.109,-4.196,-0.0557,0.003,-0.1,,,-0.01,
115.369,-2.331,0.036,-4.196,-0.0556,8.67E-04,-0.1,,,0,
115.39,-2.331,-0.073,-5.874,-0.0556,-0.002,-0.14,,,-0.01,
115.412,-2.334,-0.218,-5.035,-0.0557,-0.005,-0.12,,,-0.05,
115.434,-2.34,-0.29,-3.357,-0.0559,-0.007,-0.08,,,-0.08,
115.455,-2.347,-0.363,-5.035,-0.056,-0.009,-0.12,,,-0.13,
115.477,-2.356,-0.508,-5.035,-0.0562,-0.012,-0.12,,,-0.26,
115.499,-2.369,-0.581,-2.517,-0.0565,-0.014,-0.06,,,-0.34,
115.52,-2.381,-0.617,-3.357,-0.0568,-0.015,-0.08,,,-0.38,
115.542,-2.395,-0.726,-4.196,-0.0572,-0.017,-0.1,,,-0.53,
115.563,-2.413,-0.799,-2.517,-0.0576,-0.019,-0.06,,,-0.64,
115.585,-2.43,-0.835,-2.517,-0.058,-0.02,-0.06,,,-0.7,
115.607,-2.449,-0.908,-3.357,-0.0585,-0.022,-0.08,,,-0.82,
115.628,-2.469,-0.98,-3.357,-0.0589,-0.023,-0.08,,,-0.96,
115.65,-2.491,-1.053,-2.517,-0.0595,-0.025,-0.06,,,-1.11,
115.672,-2.515,-1.089,-0.839,-0.06,-0.026,-0.02,,,-1.19,
115.693,-2.538,-1.089,-0.839,-0.0606,-0.026,-0.02,,,-1.19,
115.715,-2.562,-1.125,-1.678,-0.0612,-0.027,-0.04,,,-1.27,
115.72,,,,,,,3.26,,,-1.13
115.737,-2.587,-1.162,-0.839,-0.0618,-0.028,-0.02,,,-1.35,
115.758,-2.612,-1.162,-8.82E-12,-0.0624,-0.028,-2.07E-13,,,-1.35,
115.78,-2.637,-1.162,-0.839,-0.063,-0.028,-0.02,,,-1.35,
115.786,,,,,,,,0.24,,
115.801,-2.663,-1.198,-0.839,-0.0636,-0.029,-0.02,,,-1.44,
115.823,-2.689,-1.198,0.839,-0.0642,-0.029,0.02,,,-1.44,
115.845,-2.714,-1.162,0.839,-0.0648,-0.028,0.02,,,-1.35,
115.866,-2.739,-1.162,0.839,-0.0654,-0.028,0.02,,,-1.35,
115.888,-2.765,-1.125,0.839,-0.066,-0.027,0.02,,,-1.27,
115.91,-2.788,-1.125,0.839,-0.0666,-0.027,0.02,,,-1.27,
115.931,-2.813,-1.089,2.517,-0.0672,-0.026,0.06,,,-1.19,
115.953,-2.835,-1.017,2.517,-0.0677,-0.024,0.06,,,-1.03,
115.975,-2.857,-0.98,1.678,-0.0682,-0.023,0.04,,,-0.96,
115.996,-2.878,-0.944,1.678,-0.0687,-0.023,0.04,,,-0.89,
116.018,-2.898,-0.908,3.357,-0.0692,-0.022,0.08,,,-0.82,
116.039,-2.917,-0.799,4.196,-0.0696,-0.019,0.1,,,-0.64,
116.061,-2.933,-0.726,2.517,-0.07,-0.017,0.06,,,-0.53,
116.083,-2.948,-0.69,3.357,-0.0704,-0.016,0.08,,,-0.48,
116.104,-2.963,-0.581,5.035,-0.0707,-0.014,0.12,,,-0.34,
116.126,-2.974,-0.472,4.196,-0.071,-0.011,0.1,,,-0.22,
116.148,-2.983,-0.399,3.357,-0.0712,-0.01,0.08,,,-0.16,
116.169,-2.991,-0.327,4.196,-0.0714,-0.008,0.1,,,-0.11,
116.191,-2.997,-0.218,5.874,-0.0715,-0.005,0.14,,,-0.05,
116.212,-3,-0.073,5.874,-0.0716,-0.002,0.14,,,-0.01,
116.234,-3,0.036,5.035,-0.0716,8.67E-04,0.12,,,0,
116.256,-2.999,0.145,5.035,-0.0716,0.003,0.12,,,-0.02,
116.277,-2.994,0.254,5.035,-0.0715,0.006,0.12,,,-0.06,
116.299,-2.988,0.363,5.874,-0.0713,0.009,0.14,,,-0.13,
116.321,-2.978,0.508,5.874,-0.0711,0.012,0.14,,,-0.26,
116.342,-2.966,0.617,5.035,-0.0708,0.015,0.12,,,-0.38,
116.364,-2.952,0.726,5.035,-0.0705,0.017,0.12,,,-0.53,
116.386,-2.934,0.835,4.196,-0.07,0.02,0.1,,,-0.7,
116.407,-2.915,0.908,4.196,-0.0696,0.022,0.1,,,-0.82,
116.429,-2.895,1.017,5.035,-0.0691,0.024,0.12,,,-1.03,
116.45,-2.871,1.125,4.196,-0.0685,0.027,0.1,,,-1.27,
116.472,-2.846,1.198,2.517,-0.0679,0.029,0.06,,,-1.44,
116.494,-2.82,1.234,2.517,-0.0673,0.029,0.06,,,-1.52,
116.515,-2.793,1.307,3.357,-0.0667,0.031,0.08,,,-1.71,
116.537,-2.763,1.38,1.678,-0.066,0.033,0.04,,,-1.9,
116.559,-2.733,1.38,0.839,-0.0652,0.033,0.02,,,-1.9,
116.58,-2.703,1.416,0.839,-0.0645,0.034,0.02,,,-2,
116.602,-2.672,1.416,-1.08E-11,-0.0638,0.034,-2.57E-13,,,-2,
116.624,-2.642,1.416,1.08E-11,-0.0631,0.034,2.53E-13,,,-2,
116.645,-2.611,1.416,-0.839,-0.0623,0.034,-0.02,,,-2,
116.667,-2.581,1.38,-1.678,-0.0616,0.033,-0.04,,,-1.9,
116.688,-2.551,1.343,-2.517,-0.0609,0.032,-0.06,,,-1.8,
116.71,-2.523,1.271,-2.517,-0.0602,0.03,-0.06,,,-1.61,
116.732,-2.496,1.234,-2.517,-0.0596,0.029,-0.06,,,-1.52,
116.753,-2.469,1.162,-4.196,-0.0589,0.028,-0.1,,,-1.35,
116.775,-2.446,1.053,-4.196,-0.0584,0.025,-0.1,,,-1.11,
116.797,-2.424,0.98,-3.357,-0.0579,0.023,-0.08,,,-0.96,
116.818,-2.403,0.908,-4.196,-0.0574,0.022,-0.1,,,-0.82,
116.84,-2.384,0.799,-5.874,-0.0569,0.019,-0.14,,,-0.64,
116.861,-2.369,0.654,-5.874,-0.0565,0.016,-0.14,,,-0.43,
116.883,-2.356,0.545,-4.196,-0.0562,0.013,-0.1,,,-0.3,
116.905,-2.345,0.472,-4.196,-0.056,0.011,-0.1,,,-0.22,
116.926,-2.336,0.363,-5.874,-0.0558,0.009,-0.14,,,-0.13,
116.948,-2.329,0.218,-5.874,-0.0556,0.005,-0.14,,,-0.05,
116.97,-2.326,0.109,-5.035,-0.0555,0.003,-0.12,,,-0.01,
116.991,-2.325,0,-5.035,-0.0555,0,-0.12,,,0,
117.013,-2.326,-0.109,-5.035,-0.0555,-0.003,-0.12,,,-0.01,
117.035,-2.329,-0.218,-5.874,-0.0556,-0.005,-0.14,,,-0.05,
117.056,-2.336,-0.363,-5.035,-0.0558,-0.009,-0.12,,,-0.13,
117.078,-2.345,-0.436,-3.357,-0.056,-0.01,-0.08,,,-0.19,
117.099,-2.355,-0.508,-4.196,-0.0562,-0.012,-0.1,,,-0.26,
117.121,-2.367,-0.617,-4.196,-0.0565,-0.015,-0.1,,,-0.38,
117.143,-2.381,-0.69,-3.357,-0.0568,-0.016,-0.08,,,-0.48,
117.164,-2.397,-0.762,-4.196,-0.0572,-0.018,-0.1,,,-0.58,
117.186,-2.414,-0.871,-3.357,-0.0576,-0.021,-0.08,,,-0.76,
117.208,-2.435,-0.908,-1.678,-0.0581,-0.022,-0.04,,,-0.82,
117.229,-2.454,-0.944,-3.357,-0.0586,-0.023,-0.08,,,-0.89,
117.251,-2.476,-1.053,-3.357,-0.0591,-0.025,-0.08,,,-1.11,
117.272,-2.499,-1.089,-1.678,-0.0597,-0.026,-0.04,,,-1.19,
117.294,-2.523,-1.125,-1.678,-0.0602,-0.027,-0.04,,,-1.27,
117.316,-2.548,-1.162,-0.839,-0.0608,-0.028,-0.02,,,-1.35,
117.337,-2.573,-1.162,-0.839,-0.0614,-0.028,-0.02,,,-1.35,
